,phishing_previsto,pontuacao_phishing,tipo,breve_razao,raciocinio
35,1,9,Email,"Email com indicios de spam, linguagem sugestiva e táticas de pressão psicológica para venda de produto.","O email usa linguagem sugestiva e promessas irrealistas para vender um produto, além de táticas de pressão psicológica para influenciar o leitor."
36,1,9,Email,"O assunto e corpo do email contém frases suspeitas e gramática ruim, além de um link suspeito.","O email apresenta gramática e frases suspeitas, além de um link suspeito que não parece ser de uma farmácia legítima. O email também tenta criar um senso de urgência e usa táticas de engenharia social, como prometer grandes descontos em medicamentos."
37,1,9,Email,"Assunto suspeito com gramática e formatação ruins, potencialmente visando informações do cartão de crédito.","O assunto mal formatado e com erros gramaticais, combinado com linguagem urgente e números aleatórios, sugere fortemente uma tentativa de phishing."
38,1,9,Email,"Linguagem vaga, senso de urgência e link suspeito.","O email usa linguagem vaga, apelo à ganância e um senso de urgência para pressionar o leitor a clicar no link."
39,1,9,Email,Email de phishing com oferta de empréstimo bom demais para ser verdade e link suspeito.,"A mensagem exibe várias bandeiras vermelhas, incluindo gramática ruim, oferta de empréstimo vagamente formulada, senso de urgência e um link suspeito."
40,1,9,Email,Assunto suspeito e uso de linguagem vaga para disfarçar conteúdo relacionado a spam.,O assunto aleatório com frases genéricas e a menção discreta de 'comprar viagra online' indicam alta probabilidade de phishing.
41,1,9,Email,Email de spam disfarçado de aviso de falha de entrega com conteúdo suspeito.,O email usa um aviso falso de falha de entrega para disfarçar seu conteúdo real: propaganda de medicamentos para disfunção erétil.
42,1,9,Email,"O email usa linguagem vaga, promessas de dinheiro fácil e formatação suspeita.","O email apresenta muitas características de phishing, incluindo promessas de dinheiro fácil, linguagem vaga e formatação suspeita. A inclusão de um link para remover o email também é suspeita e pode levar a um site malicioso."
43,1,10,Email,Email de golpe de herança com indicadores classicos de phishing.,"A mensagem apresenta uma história fabricada sobre fortuna abandonada, senso de urgência, promessa de grande recompensa e solicita sigilo."
44,0,1,Email,"Assunto sem sentido, possivelmente spam.","O assunto do email é aleatório e sem sentido, indicando baixa probabilidade de ser phishing, mas provavelmente spam."
45,1,9,Email,O email usa táticas de pressão e um link suspeito para coletar informações.,"Solicitação de dados pessoais, erros gramaticais, link suspeito disfarçado de link de 'remoção', e tom urgente indicam phishing."
46,1,8,Email,"Email genérico e não solicitado, oferecendo serviços de design com linguagem vaga e senso de urgência.","O email apresenta linguagem vaga, apelo à urgência e falta de branding profissional, indicando possível tentativa de phishing."
47,1,9,Email,"Assunto suspeito e corpo da mensagem sem sentido, possivelmente ocultando um ataque de phishing.","O email não possui um remetente identificável, o assunto é suspeito e o corpo do email é composto por frases sem sentido, características de phishing."
48,0,1,Email,"É uma chamada para artigos para uma conferência, o que não é típico de emails de phishing.","O email é uma chamada para artigos para uma conferência acadêmica, incluindo detalhes sobre tópicos, datas e submissão."
49,1,9,Email,Email suspeito de spam com mensagem de falha de entrega e propaganda de viagra.,"O email simula uma falha de entrega para chamar a atenção, e em seguida, no corpo da mensagem, apresenta uma propaganda de viagra com um preço muito baixo."
50,1,9,Email,Email de aprimoramento masculino com depoimento falso e link suspeito.,"O email usa táticas comuns de phishing como temas de saúde masculinos, depoimentos falsos, senso de urgência e um link suspeito."
51,1,8,Email,Email com táticas de pressão e linguagem vaga para levar usuários a enviar seu website para indexação.,"O email usa linguagem urgente e motivacional para pressionar usuários a clicarem em um link, prometendo aumento de vendas e visibilidade online."
52,1,9,Email,Assunto suspeito com URL encurtada e texto não relacionado para esconder phishing,"O email usa um assunto apelativo e insere frases aleatorias e URL encurtada, provavelmente para esconder links maliciosos."
53,1,8,Email,Email suspeito de marketing com link para remoção suspeito e venda agressiva de produtos com descontos enormes.,"O email usa táticas de venda agressivas, promessas de economia enormes e um link suspeito para remover o email da lista."
54,1,9,Email,"Assunto e corpo do email suspeitos, com gramática ruim e frases sem sentido, além de alegações exageradas de desconto.","O email apresenta diversas palavras sem sentido e erros de ortografia. A promessa de desconto acima de 60% também é suspeita, configurando uma possível tentativa de phishing."
55,1,9,Email,"Email com indicios fortes de phishing - promovendo medicamentos sem receita médica, linguagem apelativa e erros gramaticais.","O email usa linguagem apelativa e sensacionalista para promover medicamentos para disfunção erétil sem receita médica, além de conter erros gramaticais."
56,1,9,Email,Email de oferta de negócio suspeito com táticas de pressão e informações de contato duvidosas.,"O email apresenta muitas promessas vagas de dinheiro fácil, linguagem urgente e apelos emocionais, além de informações de contato não profissionais e métodos de pagamento suspeitos."
57,1,9,Email,Email suspeito com táticas de venda agressivas e links suspeitos.,"O email usa linguagem de vendas chamativa, erros gramaticais e links suspeitos para solicitar compras. A falta de identificação da marca e o senso de urgência são sinais de alerta."
58,1,9,Email,Email de golpe de herança nigeriana com táticas de engenharia social.,"Email não solicitado alegando herança de parente desconhecido, criando urgência e solicitando informações pessoais."
59,1,9,Email,Email de loteria falsa com linguagem de engenharia social para induzir urgência.,"O email usa táticas comuns de phishing como felicitações falsas, criação de senso de urgência e  gramática ruim."
60,1,9,Email,"Email usa linguagem exagerada de marketing, promessas irrealistas de lucro e táticas de intimidação para pressionar os usuários a se registrarem para um seminário online gratuito.","O email apresenta muitas promessas irrealistas de retornos de investimento, alegações de sucesso, linguagem que cria um senso de urgência e táticas de intimidação. Essas são todas características clássicas de emails de phishing."
61,1,9,Email,Email de fraude de herança com táticas de engenharia social.,"O email usa uma história elaborada sobre herança para atrair a vítima a reivindicar fundos inexistentes. Ele contém várias bandeiras vermelhas, incluindo erros gramaticais, informações de contato suspeitas e uma oferta financeira muito boa para ser verdade."
62,1,9,Email,Email suspeito oferecendo software com desconto com erros de ortografia e gramática.,"O email apresenta ofertas de software com grandes descontos, erros de ortografia e gramática, e falta de branding profissional, o que indica alta probabilidade de phishing."
63,1,9,Email,Email suspeito com ofertas boas demais para serem verdade e senso de urgência.,"O email usa táticas de pressão com ofertas muito boas para serem verdade, senso de urgência para pressionar o usuário a agir rapidamente."
64,1,8,Email,Email suspeito de marketing com senso de urgência e link suspeito.,"O email usa linguagem de marketing agressiva, senso de urgência e não fornece identificação do remetente. O link para ver amostras é suspeito."
65,1,9,Email,"O assunto do email e o corpo do email contém frases sem sentido e aleatórias, o que é um forte indicativo de phishing.","O email usa linguagem sem sentido e tenta imitar a comunicação de uma loja online, o que levanta suspeitas."
66,0,1,Email,Email de propaganda de uma empresa de consultoria de casamento.,"O email é um anúncio longo para um negócio de consultoria de casamento, sem táticas óbvias de phishing."
67,1,8,Email,Email não solicitado com táticas de intimidação para pressionar o envio de inscrições em sites.,O email usa linguagem alarmista para pressionar o remetente a enviar o site. O formato e o nome do remetente são suspeitos.
68,1,9,Email,"Linguagem sugestiva, senso de urgência e falta de contexto indicam um possível ataque de phishing.","O email usa linguagem sugestiva e frases como 'acesso grátis' e 'nada a perder' para criar um senso de urgência e apelar para o interesse do usuário, técnica comum em phishing."
69,1,9,Email,"Email de phishing disfarçado de oferta de refinanciamento, com links suspeitos e táticas de urgência.","O email usa linguagem vaga, senso de urgência, domínio suspeito e link de exclusão duvidoso, indicando alta probabilidade de phishing."
70,0,0,Email,O texto parece ser uma conversa de email genuína e não contém indicadores de phishing.,O email discute processamento de linguagem natural e não apresenta táticas comuns de phishing.
71,0,0,Email,O email parece ser uma conversa genuína sobre um agendamento de hotel para uma viagem de negócios.,O email não apresenta nenhuma das características típicas de phishing. Ele apenas fornece informações sobre a reserva de um hotel e não solicita nenhuma ação suspeita.
72,0,0,Email,Email profissional genuíno discutindo questões de marketing e branding.,"O email é uma conversa genuína entre colegas sobre questões de marketing e branding, sem indicadores de phishing."
73,0,0,Email,Email legítimo sobre problemas técnicos com avifile no transcode em uma lista de discussão técnica.,"O email discute problemas técnicos específicos com avifile e transcode, sem táticas típicas de phishing."
74,0,0,Email,Este email parece ser uma mensagem pessoal e não contém nenhum indicador de phishing.,O email é uma conversa casual sobre como convidar alguém para sair e não apresenta nenhuma tática comum de phishing.
75,0,0,Email,Email benigno sobre arranjos de viagem.,"Este email discute arranjos de carona para um curso da UT, sem táticas suspeitas."
76,0,0,Outro,"O texto fornecido parece ser um trecho de um log de dados, não uma mensagem de phishing.","O trecho não contém elementos típicos de phishing como URLs, apelos à ação ou tentativas de extrair informações."
77,0,0,Email,O email parece ser uma conversa pessoal sem nenhuma intenção maliciosa.,"O email é uma discussão sobre receitas culinárias e não contém pedidos suspeitos, links ou anexos."
78,0,0,SMS,Mensagem parece ser uma comunicação legitima.,A mensagem é uma conversa casual e não contém nenhum dos indicadores comuns de phishing.
79,0,0,URL,A URL fornecida pertence ao site legítimo boingboing.net.,"A URL pertence ao domínio boingboing.net, conhecido por ser confiável. Não há indicadores de phishing presentes."
80,0,0,SMS,"A mensagem é potencialmente problemática, mas não contém elementos de phishing.","A mensagem não solicita informações, não possui links e não se passa por uma entidade conhecida."
81,0,0,Email,O texto parece ser um email corporativo anunciando mudanças organizacionais e não apresenta nenhuma das características típicas de phishing.,"O email descreve mudanças organizacionais, nomeação de cargos e não solicita nenhuma ação do leitor que possa indicar um ataque de phishing."
82,0,0,Email,O texto parece ser um anúncio de emprego legítimo para um cargo de palestrante.,"O texto fornece informações sobre uma vaga de emprego, incluindo detalhes sobre a função, qualificações, processo de candidatura e informações de contato."
83,0,0,Outro,Texto benigno.,O texto fornecido não apresenta indicadores de phishing. É apenas um comentário sobre El Niño.
84,0,0,SMS,Mensagem pessoal sem indicadores de phishing.,A mensagem parece ser uma conversa pessoal e não contém solicitações ou links suspeitos.
85,0,0,Email,O email parece ser uma conversa de negocios legitima sobre avaliação de valores residuais.,"A mensagem discute avaliações de empresas e  metodologia financeira, sem indicadores de phishing."
86,0,0,Email,Este email parece ser uma conversa casual e não contém nenhum conteúdo suspeito.,O email é uma conversa sobre o preço de discos rígidos e não apresenta indicadores de phishing.
87,1,8,URL,A URL parece suspeita e o formato da data é incomum.,"A estrutura da URL com caracteres especiais como ""-"" e números grandes, junto com um formato de data suspeito, levanta suspeitas."
88,0,0,Email,Email profissional sem indicadores de phishing.,Este email parece ser uma conversa profissional sobre assuntos comerciais e não apresenta nenhuma das bandeiras vermelhas comuns encontradas em emails de phishing.
89,0,0,Outro,"O texto fornecido parece ser um log de sistema, não uma mensagem de phishing.","O conteúdo se assemelha a dados de log, mencionando datas, horas e caminhos de arquivo, sem táticas de phishing."
90,0,1,Email,"O email parece ser um email comercial legitimo, mas ainda requer cautela.","O email pode ser legitimo, mas como menciona anexos, que podem ser arriscados, é melhor ter cuidado."
91,0,1,Email,O email parece legítimo e não contém indicadores típicos de phishing.,"O email discute assuntos comerciais específicos, incluindo valores de pagamento e faturas, o que sugere legitimidade. No entanto, sempre proceda com cautela ao lidar com anexos e verifique o remetente de forma independente."
92,0,0,Email,Este email é uma discussão académica e não contém conteúdo de phishing.,"O email é uma discussão sobre física e cultura e não apresenta indicadores de phishing, como criação de senso de urgência, recompensas falsas ou links suspeitos."
93,1,8,URL,"A URL parece suspeita, contendo caracteres não padronizados e uma estrutura incomum.","A URL apresenta uma estrutura suspeita com hífens e números aleatórios, o que pode indicar um redirecionamento para um site malicioso."
94,0,0,,"O texto fornecido não contém solicitações suspeitas, elementos de urgência ou tentativas de phishing.","O trecho parece ser uma lista de artigos e autores de uma publicação acadêmica, sem indicativos de phishing."
95,0,0,Email,Email benigno de acompanhamento relacionado a um evento.,"Este email parece ser um acompanhamento benigno de um evento, sem indicadores de phishing."
96,0,0,Não aplicável,"O texto fornecido é uma discussão acadêmica sobre um fenômeno linguístico, sem indícios de phishing.","O texto discute a pronúncia de palavras em inglês canadense, um tópico improvável para um ataque de phishing."
97,0,0,Email,"O email parece legítimo, fornecendo informações sobre descrições de cursos e contatos para suporte.","O email informa sobre a disponibilidade da lista de descrições de cursos, instruindo os alunos a acessá-la no Embanet ou contatar um indivíduo específico para obter assistência."
98,0,0,WebSite (HTML),O texto fornecido é um artigo discutindo potenciais processos por violação de direitos autorais relacionados ao compartilhamento de arquivos.,"O artigo discute ações legais em relação ao compartilhamento de arquivos, mas não solicita informações pessoais nem contém indicadores de phishing."
99,0,0,Email,O texto fornecido é um artigo e não solicita nenhuma ação do leitor.,"O texto é um artigo sobre a empresa Enron e não contém indicadores de phishing, como links ou pedidos de informações pessoais."
100,0,0,SMS,A mensagem parece ser uma resposta benigna e não contém elementos suspeitos.,A mensagem é extremamente curta e não apresenta nenhuma das características típicas de phishing.
101,0,0,Email,Email profissional sem indicio de phishing,O email é uma corrente de emails profissionais sobre um assunto profissional sem nenhum indício de phishing.
102,0,0,Email,Este email é uma discussão sobre exibições de um filme e direitos autorais.,O email é uma discussão sobre a legalidade das exibições de um filme e os direitos autorais relacionados ao filme 'REVOLUTION OS'.
103,0,0,Email,O texto parece ser uma chamada legítima para trabalhos da terceira oficina internacional de semântica computacional.,"O texto não apresenta nenhuma das características típicas de phishing. Não há links suspeitos, anexos ou pedidos de informações confidenciais."
104,0,0,SMS,A mensagem parece ser uma conversa informal e não contém nenhuma solicitação suspeita ou elementos de phishing.,"A mensagem não apresenta indicadores de phishing, como links suspeitos, senso de urgência ou pedidos de informação."
105,0,1,Email,"Email de lista de discussão com propaganda, possivelmente segura, mas exige cautela.","Este parece ser um email de uma lista de discussão com um anúncio no rodapé. Embora não seja inerentemente phishing, links promocionais podem ser arriscados."
106,0,0,Email,Email comercial genuíno discutindo dados de medição e transações.,"O email é uma cadeia de comunicação comercial genuína que discute dados de medição, transações e potenciais discrepâncias."
107,0,0,Outro,"O texto fornecido parece ser uma lista de conteúdo acadêmico, sem indícios de phishing.","O conteúdo se assemelha a um índice ou bibliografia, sem elementos suspeitos."
108,0,1,Email,A mensagem parece legítima e não contém elementos típicos de phishing.,"A mensagem notifica sobre a aprovação de um acesso, sem solicitar ações urgentes ou conter links suspeitos."
109,0,0,Email,O email é uma conversa legítima sobre licitação decrescente e não contém indicadores de phishing.,"O email é uma conversa profissional sobre licitação decrescente. Não há pedidos suspeitos, links ou anexos."
110,0,2,Email,"Email corporativo aparentemente legítimo, mas requer verificações adicionais.","O email parece ser uma comunicação interna, mas a menção a anexos exige cautela. Pode ser legítimo ou um ataque de phishing disfarçado."
111,0,0,Email,"Email legitimo, sem indicadores de phishing.",O email parece ser um artigo de jornal encaminhado sobre a renúncia de Jeffrey K. Skilling da Enron.
112,0,0,Email,A mensagem parece ser uma comunicação comercial legítima.,Não há indicadores de phishing presentes. O email fornece contexto para o anexo e um remetente.
113,0,0,Email,Email corporativo genuíno sobre avaliações de desempenho de meia-ano.,O email é um email corporativo interno genuíno discutindo o processo de revisão de desempenho. Não há indicadores de phishing presentes.
114,0,0,Email,O texto fornecido é um artigo de notícias e não contém solicitações suspeitas.,"O texto parece ser um artigo de notícias genuíno, discutindo as notícias financeiras da Enron, incluindo uma investigação da SEC. Não há indicadores de phishing presentes."
115,0,1,Email,"O email parece legítimo, sem indicadores claros de phishing.","O email solicita alterações em uma biografia para um livro, mencionando nomes e empresas, sem táticas comuns de phishing."
116,0,0,Email,Este é um email genuíno sobre meritocracia dentro de uma organização.,O email é uma conversa genuína entre colegas sobre meritocracia dentro da empresa. Não há indicadores de phishing presentes.
117,0,0,Email,O texto parece ser uma discussão acadêmica sobre um erro de fala e não apresenta táticas de phishing.,"O email discute um erro de fala de um político, analisando se foi um erro fonético ou um erro de registro. Não há indícios de phishing."
118,0,0,Email,"O email parece ser uma conversa comercial legítima, sem indicadores comuns de phishing.","O email é sobre análise de dados e curvas de energia, não contém links ou pedidos suspeitos. Parece ser uma comunicação comercial interna."
119,0,0,Email,Email comercial genuíno sobre gestão de arrendamento de hidrocarbonetos.,Este email parece ser uma correspondência comercial genuína entre colegas sobre gestão de arrendamento de hidrocarbonetos. Não contém elementos típicos de phishing.
120,0,0,Email,Este email parece ser uma mensagem pessoal sem nenhum indicador de phishing.,"O email é uma discussão sobre tecnologia e sociedade, sem táticas de phishing."
121,1,8,URL,A URL contém caracteres suspeitos e uma estrutura incomum.,"A URL apresenta um formato suspeito com hífens e números aleatórios, o que pode indicar um redirecionamento para um site malicioso. "
122,0,1,SMS,"A mensagem parece vaga e poderia ser parte de uma conversa maior, mas não contém elementos típicos de phishing.","A mensagem é muito vaga para ser classificada como phishing. Não há solicitações, links suspeitos ou tentativas de criar urgência."
123,0,0,Email,O texto parece ser uma chamada legítima para trabalhos de uma conferência.,"O texto é uma chamada para trabalhos para uma conferência sobre estudos latino-americanos, sem indicadores de phishing."
124,1,8,URL,"URL suspeita com caracteres especiais e estrutura incomum, potencialmente levando a conteúdo malicioso ou download.","A URL usa caracteres especiais (-) e uma estrutura incomum, sugerindo uma tentativa de redirecionamento ou disfarçar o destino."
125,0,1,Email,"Email marketing de uma conferência, com algumas pontuações suspeitas.",Parece ser um email marketing para uma conferência sobre gás. A formatação estranha e o uso de '. .' no link levantam suspeitas.
126,0,0,Email,"O texto parece ser um boletim informativo por email, sem nenhuma tatica clara de phishing.",O email é um boletim informativo com links para vários artigos e sites. Não há nenhuma solicitação de informações pessoais ou tentativas de enganar o usuário.
127,0,0,Email,O email parece ser um email profissional legítimo contendo informações de contato.,"O email não contém nenhuma solicitação suspeita, links ou anexos. É simplesmente uma mensagem informativa."
128,0,0,Email,Anúncio legítimo de um workshop sobre tecnologias de parsing.,"O texto é um anúncio legítimo para um workshop sobre tecnologias de parsing, sem indicadores de phishing."
129,0,1,Email,"O email parece ser um email corporativo genuíno que fornece detalhes de acomodações. No entanto, ele menciona Enron, que não está mais em operação, levantando algumas preocupações.","O email fornece detalhes de acomodações e contato de uma pessoa. A menção à Enron, uma empresa extinta, levanta suspeitas."
130,0,0,Não aplicável,A mensagem fornecida não contém indicadores de phishing.,O texto parece ser um conjunto aleatório de palavras e frases sem coerência ou intenção maliciosa.
131,1,8,Email,Conteúdo suspeito e link para cancelar inscrição sem contexto.,"A mensagem contém caracteres especiais suspeitos no início, falta de contexto e um link para cancelar a inscrição que pode ser usado para fins maliciosos."
132,1,9,SMS,"A mensagem parece uma propaganda de medicamentos ilegais, sem informações claras do remetente.","A falta de identificação do remetente, o uso de termos médicos vagos e linguagem informal indicam alta probabilidade de phishing."
133,1,9,Email,Email de promoção suspeito com oferta boa demais para ser verdade e uso de tecnica de venda pressurizada.,"O email usa nostalgia,  ofertas muito boas e brinde para tentar vender sericels. Apresenta formatação ruim e domínio suspeito."
134,1,8,SMS,A mensagem pede para ligar para um número com tarifa premium sem contexto.,A mensagem usa um nome e idade genéricos para parecer amigável e incentivar a ligação para um número suspeito.
135,1,9,SMS,"A mensagem lista marcas de luxo a preços muito baixos, um sinal clássico de tentativa de phishing.","A mensagem usa iscas como 'segredo', preços baixos e marcas de luxo para levar a um link suspeito, provavelmente fraudulento."
136,1,9,Email,Email com caracteristicas de promoção de 'acao barata' (penny stock),"Apresenta muitas caracteristicas de promocao de 'acao barata', senso de urgencia, promessas irreais e linguagem promocional exagerada."
137,1,8,SMS,A mensagem usa táticas de pressão e urgência para induzir o usuário a agir.,"A mensagem tenta criar um senso de urgência e inclui um número de telefone suspeito, típico de golpes de phishing."
138,1,9,Email,"O email usa táticas de engenharia social,  falsa sensação de exclusividade e links suspeitos para atrair usuários.","O email usa linguagem vaga,  falsa sensação de exclusividade,  e links suspeitos para levar os usuários a fornecer informações pessoais. "
139,1,9,Email,Este email usa táticas de pressão e alegações de dinheiro encontrado para atrair usuários a clicarem em um link suspeito.,"O email apresenta várias características de phishing, incluindo alegações de dinheiro encontrado, senso de urgência, linguagem vaga e um link suspeito."
140,1,8,Email,"Linguagem de marketing agressiva, alegações exageradas e URL suspeita.","O email usa linguagem de marketing agressiva, faz alegações exageradas sobre o produto e contém uma URL suspeita para cancelar a inscrição."
141,1,9,SMS,A mensagem usa iscas como 'minutos em dobro' e 'grátis' para pressionar o usuário a ligar para um número suspeito.,"A mensagem apresenta ofertas muito vantajosas, senso de urgência, gramática pobre e um número suspeito para contato."
142,0,2,Email,"Email de marketing com opção de remoção, pode ser irritante, mas não necessariamente phishing.","O email fornece opções claras para cancelar a inscrição e não solicita informações confidenciais. No entanto, sempre tome cuidado com links em emails."
143,1,9,SMS,"A mensagem contém linguagem suspeita e táticas de pressão, além de informações de contato duvidosas.","Oferta de medicamento com desconto suspeito, linguagem sem sentido, múltiplos números de contato e email não profissional sugerem tentativa de phishing."
144,1,9,Email,"A mensagem usa linguagem de marketing agressiva, promessas irrealistas de retornos altos com garantia de lucro, e direciona para um site suspeito para obter uma lista de ações.",A promessa de lucro de +980% é irreal e serve como isca. O uso repetido de sinais de exclamação aumenta a urgência e diminui o ceticismo. O link fornecido não é um domínio confiável para investimentos.
145,1,9,SMS,A mensagem usa táticas de pressão e um prêmio falso para induzir uma chamada para um número suspeito.,"A mensagem apresenta uma oferta muito genérica e não solicitada, típica de golpes de SMS. O número com prefixo '0906' e o custo por minuto excessivo reforçam a suspeita."
146,0,2,Email,Email de marketing com baixa pontuação de phishing.,"Este email parece ser um email de marketing de BidsToGo.biz. Ele contém links e pede para visitar o site deles, mas não solicita informações confidenciais. No entanto, tenha cuidado e verifique a legitimidade do site antes de clicar em qualquer link ou fornecer qualquer informação."
147,1,10,Email,Este email contém várias características de uma fraude de loteria.,"A mensagem usa táticas intimidatórias, gramática ruim e endereços de email não oficiais para parecer legítima."
148,1,9,Email,A mensagem do email usa táticas de intimidação e senso de urgência para pressionar o usuário a clicar no link.,"A mensagem usa linguagem que induz a ansiedade, questionando o ranking do site do usuário e oferecendo uma solução secreta para melhorar o posicionamento."
